BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«Consejero de Medio Ambiente de la Comunidad de Madrid». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	editado un folleto dirigido a todos los ciudadanos sobre el ruido en la Comunidad de Madrid con datos referentes a las fuentes, efectos, criterios de calidad y niveles de ruido, y está prevista la edición desde la Dirección General de Educación y Promoción Ambiental de nuevas campañas en relación con todas las formas de contaminación del aire, incluída la acústica.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	VICENTE MESTRE SANCHO.Experto en Acústica
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Vicente Mestre Sancho nació en Valencia en 1943.Licenciado en Ciencias Físicas (Universidad de Valencia), MSc Engineering Acoustics (Southampton University, G.B) y Diplomado en Ingeniería Ambiental.Especialista en Acústica, actividad que a la que ha dedicado la mayor parte de su dilatada experiencia profesional. Hoy por hoy, es Director Técnico en García-Bennett, Benett y Mestre S.L, empresa dedicada a los temas de acústica, ruido ambiental y control de ruido y vibraciones.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Ciencias Físicas (Universidad de Valencia), MSc Engineering Acoustics (Southampton University, G.B) y Diplomado en Ingeniería Ambiental.Especialista en Acústica, actividad que a la que ha dedicado la mayor parte de su dilatada experiencia profesional. Hoy por hoy, es Director Técnico en García-Bennett, Benett y Mestre S.L, empresa dedicada a los temas de acústica, ruido ambiental y control de ruido y vibraciones.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	¿Qué puede aportar un físico en el campo de la Acústica?
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	La Acústica es una parte de la Física aplicada que integra muy diversos aspectos y como consecuencia, puede participar en diferentes campos tales como arquitectura, industria, medio ambiente, etc.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Actualmente se le está concediendo mucha importancia a la Acústica dentro de la Física, ¿Por qué no se le ha prestado esa misma importancia en todas las etapas de su historia?
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Durante mucho tiempo la Acústica ha sido considerada como la cenicienta de la Física, quizás, debido a que por tradición se ha considerado a los físicos como profesionales dedicados al campo de la investigación, y se han olvidando de los aspectos menos científicos como puede ser la Acústica.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Durante mucho tiempo la Acústica ha sido considerada como la cenicienta de la Física, quizás, debido a que por tradición se ha considerado a los físicos como profesionales dedicados al campo de la investigación, y se han olvidando de los aspectos menos científicos como puede ser la Acústica.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	De hecho, la mayoría de los físicos descartan dedicarse profesionalmente a la Acústica, probablemente por ser la vía más práctica dentro de la Física. Prefieren dedicarse al campo de la enseñanza o al de la investigación.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Tradicionalmente la Acústica ha estado relegada en los planes de estudio universitarios, en ese sentido ¿Se observa una progresión o sigue siendo una asignatura pendiente?
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Teniendo en cuenta que la Acústica es una ciencia que cada día avanza más, como todos los estudios relacionados con el medio ambiente, calidad de vida, mayor confort en las viviendas, etc., estamos presenciando como la Universidad está incorporando la Acústica en diversos planes de estudio.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Teniendo en cuenta que la Acústica es una ciencia que cada día avanza más, como todos los estudios relacionados con el medio ambiente, calidad de vida, mayor confort en las viviendas, etc., estamos presenciando como la Universidad está incorporando la Acústica en diversos planes de estudio.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	En los últimos seis o siete años, ha crecido el interés de muchas universidades, sobre todo en aquellas de nueva creación, por incorporar la Acústica en sus planes de estudio, pero no como una carrera sino como una asignatura de nueve créditos a desarrollar en un año. Igualmente, estamos asistiendo a la tendencia de integrar a la Acústica en los planes de estudio de otras carreras diferentes a la Física, por ejemplo, a Arquitectura e Ingeniería.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	seis o siete años, ha crecido el interés de muchas universidades, sobre todo en aquellas de nueva creación, por incorporar la Acústica en sus planes de estudio, pero no como una carrera sino como una asignatura de nueve créditos a desarrollar en un año. Igualmente, estamos asistiendo a la tendencia de integrar a la Acústica en los planes de estudio de otras carreras diferentes a la Física, por ejemplo, a Arquitectura e Ingeniería.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Este resurgir de la Acústica en los planes de estudio universitarios no se debe a que la Universidad le haya concedido mayor importancia, sino a que existe una demanda por parte de la sociedad de una mejor calidad de vida y esto implica el control del ruido ambiental y, en los puestos de trabajo, mejora de la planificación urbana.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	España cuenta con bastantes menos expertos en acústica de lo que la gente cree. Esta deficiencia de profesionales se debe a que en nuestro país no existe una titulación específica en Acústica, sino titulaciones próximas como Imagen y Sonido, etc.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	España cuenta con bastantes menos expertos en acústica de lo que la gente cree. Esta deficiencia de profesionales se debe a que en nuestro país no existe una titulación específica en Acústica, sino titulaciones próximas como Imagen y Sonido, etc.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	El título de Acústica se consigue al cabo de muchos años de autoformación o mediante la asistencia a cursos específicos de 100 a 150 horas lectivas. No, como muchos piensan, con la simple asistencia a unos cuantos cursos, unas conferencias y la lectura de seis libros sobre Acústica.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	El título de Acústica se consigue al cabo de muchos años de autoformación o mediante la asistencia a cursos específicos de 100 a 150 horas lectivas. No, como muchos piensan, con la simple asistencia a unos cuantos cursos, unas conferencias y la lectura de seis libros sobre Acústica.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	En cuestión tecnológica España está acostumbrada a ir a remolque de los países más avanzados, ¿Ocurre lo mismo en el campo de la Acústica? ¿Contamos con suficientes medios?
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	España cuenta con técnicos totalmente capacitados para trabajar en los distintos campos de la Acústica, si bien, no se invierte lo adecuado en desarrollar tecnologías y equipos de medida e investigación.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Parece lógico pensar que los arquitectos a la hora de construir auditorios o teatros den mucha importancia a la Acústica de la sala, ¿Para ellos es parte fundamental obtenerla? ¿Cuentan con la colaboración de un acústico para afrontar con éxito el proyecto?
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Normalmente, los arquitectos solicitan colaboración de los acústicos para que supervisen sus proyectos. Si bien, esto implica que muchas veces tengan que modificar el diseño de su proyecto a favor de la acústica. Pero también, hay otros arquitectos que prefieren que predominen aspectos de diseño sobre los acústicos.
«Cristina Justo Gil.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Hay una gran preocupación por la acústica en la arquitectura de auditorios, palacios de congresos, escuelas de música, escuelas de danza y en todo proyecto importante relacionado con el ruido ambiental. Por el contrario, no encontramos la más mínima preocupación en hoteles, viviendas, restaurantes, iglesias o polideportivos lo que constituye un grave error ya que limita la funcionalidad del
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	ACÚSTICA: ACTUALIDAD Y PERSPECTIVA
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	La valoración que la sociedad ha otorgado a la Acústica a lo largo de los siglos ha ido evolucionando, así ha pasado de ser una disciplina presente en la enseñanza universitaria a ser relegada a un segundo plano.Actualmente, la mayor preocupación que el mundo ha desarrollado en relación al problema del ruido y al medio ambiente, ha resucitado la importancia que la Acústica merece
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	la Acústica a lo largo de los siglos ha ido evolucionando, así ha pasado de ser una disciplina presente en la enseñanza universitaria a ser relegada a un segundo plano.Actualmente, la mayor preocupación que el mundo ha desarrollado en relación al problema del ruido y al medio ambiente, ha resucitado la importancia que la Acústica merece.Este resurgir ha hecho necesario fomentar la formación sobre Acústica.
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	así ha pasado de ser una disciplina presente en la enseñanza universitaria a ser relegada a un segundo plano.Actualmente, la mayor preocupación que el mundo ha desarrollado en relación al problema del ruido y al medio ambiente, ha resucitado la importancia que la Acústica merece.Este resurgir ha hecho necesario fomentar la formación sobre Acústica.
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	La Acústica, desde los tiempos en que el franciscano padre Mersenne midió la velocidad del sonido (sin disponer de reloj por su voto de pobreza) ha tenido un gran desarrollo paralelo al de tantas otras ciencias físicas. Parecía que una vez establecida su naturaleza ondulatoria e introducido el análisis de Fourier poco quedaba ya para averiguar
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	su voto de pobreza) ha tenido un gran desarrollo paralelo al de tantas otras ciencias físicas. Parecía que una vez establecida su naturaleza ondulatoria e introducido el análisis de Fourier poco quedaba ya para averiguar o desarrollar en la misma salvo la pura fenomenología más o menos compleja de distintos casos y situaciones. Sucedía a la acústica, de alguna forma, algo similar a la mecánica clásica antes del desarrollo de la mecánica cuántica: todo era conocido.
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Esto llevó incluso a que la acústica, que en el siglo XIX estuvo muy presente en la enseñanza universitaria en España, desapareciera en el XX. En este sentido es curioso que en la primera Escuela de Ingenieros Industriales de Madrid existía la especialidad de Acústica que pronto desapareció. No se veía una gran utilidad a dicha disciplina comparada con las demás ramas de
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Esto llevó incluso a que la acústica, que en el siglo XIX estuvo muy presente en la enseñanza universitaria en España, desapareciera en el XX. En este sentido es curioso que en la primera Escuela de Ingenieros Industriales de Madrid existía la especialidad de Acústica que pronto desapareció. No se veía una gran utilidad a dicha disciplina comparada con las demás ramas de la ingeniería industrial.
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Tan sólo apareció en el siglo XX la acústica como disciplina universitaria en las escuelas de ingenieros de telecomunicaciones por cuanto que parte de su cometido es la radiodifusión y la televisión que dependen grandemente de un buen dominio del sonido en el momento de la grabación y de la reproducción, así como de la transducción del sonido en señal eléctrica o electroacústica. Justamente es en el siglo
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	por cuanto que parte de su cometido es la radiodifusión y la televisión que dependen grandemente de un buen dominio del sonido en el momento de la grabación y de la reproducción, así como de la transducción del sonido en señal eléctrica o electroacústica. Justamente es en el siglo XX cuando se ha producido el mayor desarrollo de la acústica perceptiva por su relación con las telecomunicaciones.
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	En las facultades de ciencias la acústica ha estado también ausente puesto que no se creía necesaria tanta "especialización" cuando ya se estudiaban las ondas en general y la acústica no era sino un caso particular de aquella.
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	En las facultades de ciencias la acústica ha estado también ausente puesto que no se creía necesaria tanta "especialización" cuando ya se estudiaban las ondas en general y la acústica no era sino un caso particular de aquella.
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Esta sensibilidad social frente al ruido ha reavivado el interés por la acústica, especialmente en lo relacionado con su percepción por el hombre. Esto hace que esté surgiendo una clara necesidad de profesionales con conocimientos adecuados sobre acústica capaces de medir, valorar, y reducir el ruido.
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Esta sensibilidad social frente al ruido ha reavivado el interés por la acústica, especialmente en lo relacionado con su percepción por el hombre. Esto hace que esté surgiendo una clara necesidad de profesionales con conocimientos adecuados sobre acústica capaces de medir, valorar, y reducir el ruido.
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Las administraciones públicas a su vez necesitan disponer de técnicos con conocimientos de acústica para poder controlar y garantizar el cumplimiento de la legislación que cada vez es más amplia. Además, desde el momento en que existe legislación sobre el ruido, los jueces deberían saber algo sobre ello. Esta necesidad de formación o de conocimiento se resuelve solamente en algunos casos mediante cursos de especialización y actualización.
«José Luis Pérez Díaz. Profesor Titular de Universidad». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	En este sentido son especialmente provechosos cursos sobre acústica dirigidos a profesores de bachillerato, como el que el Colegio de Físicos ofrece, puesto que sus efectos sobre la sociedad serán a largo plazo, cuando los alumnos de estos profesores puedan moverse con conocimiento por un mundo en el que el ruido será un parámetro importante de tipo económico, político y de calidad de vida.
«Isabel López Barrio. Instituto de Acústica (CSIC)». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Isabel López Barrio. Instituto de Acústica (CSIC)
«Isabel López Barrio. Instituto de Acústica (CSIC)». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	La incorporación de los aspectos subjetivos al estudio del medio ambiente sonoro no implica infravalorar el enfoque físico con el que la acústica tradicional analiza este campo. Se trata más bien de enriquecer el campo de trabajo de los físicos introduciendo una nueva dimensión: la imagen subjetiva del espacio sonoro y la interacción entre la persona, el sonido y el medio.
«Isabel López Barrio. Instituto de Acústica (CSIC)». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	ESTUDIO DE LOS ASPECTOS SUBJETIVOS EN ACÚSTICA
«Isabel López Barrio. Instituto de Acústica (CSIC)». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	El estudio de los aspectos subjetivos en el campo de la acústica ha generado una serie de enfoques o aproximaciones, que constituyen el panorama actual de la investigación sobre este tema. En general, se pueden distinguir dos enfoques principales. Un primer enfoque, analiza la respuesta ante el ambiente sonoro, desde una visión determinista, en función sólo de las características físicas del estímulo sonoro (
«Isabel López Barrio. Instituto de Acústica (CSIC)». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	La importancia del ruido, como un factor de contaminación ambiental, empezó a manifestarse a principio de los sesenta, como consecuencia del impacto del tráfico rodado y del ruido en los ambientes de trabajo. En esta primera etapa los trabajos en acústica y psicoacústica estaban fundamentalmente dirigidos a modificar el ruido en la fuente y al aislamiento acústico como medio de protección de la salud de la población.
«Isabel López Barrio. Instituto de Acústica (CSIC)». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Desde este planteamiento, la calidad acústica de los diferentes entornos se define por criterios más amplios que los habitualmente considerados hasta el momento (ausencia de ruido, silencio). A los criterios de la acústica tradicional se unen criterios de tipo cualitativo, que permiten una mejor comprensión del fenómeno sonoro y de las reacciones que suscita, para lo cual se toman en consideración las dimensiones cualitativas implicadas en la aprehensión del sonido (representación social, significado otorgado al sonido, sentimientos, etc). La realidad sonora de
«Isabel López Barrio. Instituto de Acústica (CSIC)». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	La interacción hombre – medio ambiente sonoro, el estudio del impacto del ruido en la población, constituye un importante campo dentro de la acústica. Los resultados de las investigaciones realizadas en esta área muestran la necesidad de incorporar en los estudios sobre la calidad del ambiente sonoro, actualmente centrado en la realización de cartografías acústicas, el estudio de la calidad desde el punto de vista perceptivo (estudios cualitativos), dado que la intensidad sonora resulta un parámetro insuficiente en
«Isabel López Barrio. Instituto de Acústica (CSIC)». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	centrado en la realización de cartografías acústicas, el estudio de la calidad desde el punto de vista perceptivo (estudios cualitativos), dado que la intensidad sonora resulta un parámetro insuficiente en la valoración del medio ambiente sonoro. Con ello no se pretende infravalorar los esfuerzos de objetividad y rigurosidad derivados de los trabajos clásicos de la acústica, se trata de complementarlos y enriquecerlos incorporando una nueva dimensión de la realidad "la imagen subjetiva del espacio sonoro y la interacción entre ambos". Los resultados de los estudios planteados desde esta perspectiva pueden, desde un punto de vista teórico, ayudar a obtener una mejor comprensión del fenómeno sonoro y
Leguineche, Manuel: La tierra de Oz. Australia vista desde Darwin hasta Sidney. Madrid: Aguilar, 2000.	Leguineche, Manuel	La tierra de Oz. Australia vista desde Darwin hasta Sidney	2000	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				tiendas azotadas por el viento; en una palmera o en unas velas blancas. Todavía no han terminado las exégesis. Una niña la definió en televisión como "una máquina de escribir cubierta de conchas". Fue un reto a la tecnología estructural. Ya no puede importar que las sopranos y los tenores renieguen de su acústica —es mejor la de Melbourne—, que los bailarines se lamenten del poco espacio de que disponen en el escenario, que el pueblo  llano proteste contra el precio de las entradas. Utzon envió una tarjeta postal a un amigo: "Las ruinas son magníficas. ¿Para qué preocuparse? También el teatro
«Método». Revista Digital Universitaria. El quehacer universitario en línea. México, D.F.: Coordinación de Publicaciones. Dirección General de Servicios de Cómputo Académico, UNAM, 2000-07-03.		Revista Digital Universitaria. El quehacer universitario en línea	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	México	México y Centroamérica		Versión realizada sobre texto marcado HTML. Presenta una acentuación muy irregular	El método utilizado en esta investigación fue el método clínico piagetiano. Cada entrevista tenía una duración de 30 minutos aproximadamente. En cada uno de los colegios se proporcionó un espacio idóneo para su realización en cuanto a luz, tamaño, acústica y con un mínimo de interrupciones.
Quesada, Roberto: Big Banana. Barcelona: Seix Barral, 2000.	Quesada, Roberto	Big Banana	2000	Primera edición	Ficción	Escrito	Libro	Novela	Honduras	México y Centroamérica			que el sonido de su cascada ahogaba. Imaginó los últimos intentos desesperados de la suegra en busca de aire, el burbujeo débil, la amarillez del orín de bebedor de café cubriéndolo todo, hundiéndola, dándole retoques finales para bajar lentamente la palanca del inodoro. Oyó el rugido de león con acústica que produce el torrente de agua que se la llevaría en remolino, los fragmentitos de su rostro descendiendo por la tubería de las aguas negras confundiéndose con cucarachas despatarradas, con pelos malolientes de sobaco carente de desodorante, con salivazos de borrachos amanecidos. Le produjo felicidad imaginar los fragmentitos de ojos, boca, cejas,
